outer_fold,held_out_material,trial,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,mean_inner_nrmse,sd_inner_nrmse,mean_inner_r2,performance_index
5,cork,10,expected_improvement,10,0.38638975054058894,0.9116078450981093,1.164221142659326,2,0.2678197402238461,0.13226995356205554,0.5124469584936582,0.30088722861435996
5,cork,9,expected_improvement,55,0.6832108292304999,0.4892532704364462,1.480868691979882,3,0.29249599603732346,0.09273541124836016,0.48988345225286883,0.31567984884941347
5,cork,6,random_initialization,71,0.08126014129614703,1.88057159779229,0.5752053359558276,2,0.30145897018468243,0.10806370414535438,0.4548986990089433,0.328474896221021
5,cork,18,expected_improvement,60,0.1747070440566197,0.277357854970707,1.3269400279335701,1,0.3016826242661441,0.12649671558193054,0.42946309499373125,0.33330680316162675
5,cork,24,expected_improvement,56,0.8127166955564721,1.0535635997063213,0.546773723351095,3,0.3094681774777595,0.10744529118413791,0.42566054209085613,0.336329500273794
5,cork,13,expected_improvement,49,0.4559847611609076,1.7068012608789722,1.343162537792546,5,0.3229753155819242,0.0882070799084189,0.399541914336752,0.34502708555902895
5,cork,15,expected_improvement,68,0.6498442138489536,1.7667394992812455,0.4128330955131689,1,0.32214620044476855,0.1177275816557855,0.3737701935749678,0.3515780958587149
5,cork,14,expected_improvement,68,0.5770727808123761,1.8371711313241872,1.299599384460229,4,0.3237251897445135,0.13694775174867246,0.34768582767177647,0.35796212768168156
5,cork,12,expected_improvement,31,0.5908650278822133,1.1922959116533662,1.4371571682594098,1,0.3289954997505755,0.15140902599349418,0.314698355709991,0.36684775624894905
5,cork,16,expected_improvement,75,0.3078241851893085,0.4874957413020389,1.132162383084509,2,0.32468887978885475,0.1874148769961359,0.2621848508557936,0.3715425990378887
5,cork,4,random_initialization,14,0.940614909058267,1.5020350208106767,0.635908604540373,5,0.34712750136603177,0.13952546702036983,0.2594286085339225,0.3820088681211242
6,graphite,3,random_initialization,66,0.602746597062245,0.39933420999023445,0.8712247667512938,2,0.22946907949188589,0.11290061539454763,0.6377194303232063,0.25769423334052277
6,graphite,22,expected_improvement,35,0.4909135012989805,0.2839323653917015,1.004210130410212,5,0.22961882969963304,0.13124417970011293,0.614252495017673,0.2624298746246613
6,graphite,9,expected_improvement,40,0.3401404001546224,0.2525491079959986,0.7907388139384829,4,0.2338709529704447,0.12212285389318586,0.618980541582138,0.26440166644374113
6,graphite,19,expected_improvement,70,0.24096938591380868,1.1855899997466248,0.8603259200030404,4,0.24152721210459627,0.12861919459074098,0.5929032663747033,0.2736820107522815
6,graphite,20,expected_improvement,35,0.9152597928329675,1.3376499706495601,1.154968228379493,4,0.2513377650021281,0.10932881855014102,0.5961288854682967,0.2786699696396634
6,graphite,13,expected_improvement,19,0.7358883602656674,0.43700903825837056,0.6686598140952653,4,0.24954031535663493,0.14434267852481136,0.5445900982555621,0.28562598498783776
6,graphite,18,expected_improvement,63,0.08741080152483638,1.7937522845091873,1.449222019414729,4,0.25679297174025506,0.12035765637402154,0.5626204515842911,0.28688238583376047
6,graphite,16,expected_improvement,79,0.7045416136871703,1.0175829659144928,0.6846377352825287,0,0.26220435720391777,0.10345795956646488,0.5688807224733077,0.288068847095534
6,graphite,6,random_initialization,23,0.4510565804053926,1.1048487282063442,0.6876761378011333,5,0.26703300102305216,0.12287961645441937,0.5335516131920395,0.29775290513665703
6,graphite,5,random_initialization,58,0.618174873754481,0.8360880826567669,0.8163160846803617,1,0.2699301202924133,0.12404447813734931,0.5177263370344072,0.30094123982675064
6,graphite,10,expected_improvement,76,0.6107019064373187,0.2621603397019136,0.9864304045101095,4,0.2680029553293843,0.15579036370051177,0.46917235081386033,0.30695054625451224
6,graphite,14,expected_improvement,68,0.4956835374877821,1.1606806233467293,1.2990730618605981,1,0.284560469579642,0.14009719284813352,0.4655519981383732,0.3195847677916754
6,graphite,17,expected_improvement,66,0.638894379119835,1.1595174904676413,0.8517641657550783,1,0.29375610936762375,0.13069062828448055,0.45295948947640896,0.3264287664387439
6,graphite,2,random_initialization,27,0.16818378272189843,1.4380174538214767,0.41121336130981945,4,0.294736944027641,0.12692978858520276,0.44271148510746516,0.3264693911739417
6,graphite,21,expected_improvement,49,0.8440300533711692,0.3437198921116773,1.2202283256649915,1,0.2914487643792353,0.14712079811564233,0.43426081393400906,0.3282289639081459
6,graphite,12,expected_improvement,51,0.8395831972764126,1.6163254636901987,1.2224634163688088,5,0.29528835009851695,0.13575199779227548,0.43206459729022983,0.3292263495465858
6,graphite,8,random_initialization,76,0.49266337701238483,1.7387384762524856,0.8901442606308017,2,0.2965254500027063,0.14729995334525628,0.41662957721821303,0.3333504383390204
6,graphite,1,random_initialization,46,0.6010378408662224,0.9762161330528636,1.4904198341020989,1,0.300662062264327,0.13742629934736827,0.42205977670305284,0.3350186371011691
