trial,optuna_trial_number,acquisition,res_size,leak_rate,input_magnitude,spectral_radius,washout,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,objective_J,pooled_nrmse_range,pooled_r2,pooled_rmse,pooled_mae,mean_fold_nrmse_training_range,sd_fold_nrmse_training_range,worst_fold_nrmse_training_range,prediction_range_coverage,duration_seconds,performance_index
95,94,tpe,63,0.49949940385408054,1.3393722412368798,1.2959102043285449,2,963,3,0.0788494292943254,0.20623389076850682,0.6668067150804919,0.6603508327823505,1.343472246568361,11.07271124502534,0.2791939392457884,0.2167472823764913,0.48365200568548605,8053.918285284906,4540.139008981184,0.16783973465388277,0.24978662747718847,1.0208746499591301,0.7262252128178037,374.54131445797975,0.2791939392457884
70,69,tpe,43,0.4543954863936645,1.464122995878289,0.359381320715655,3,806,2,0.02214049019203201,0.24123345787865702,0.8478409947233029,0.42643683688445666,0.011348468836906635,0.2543996981959196,0.2792800154539884,0.21484254458384816,0.4926872847510081,7983.141838315689,4327.2442175519345,0.15909492095859656,0.2577498834805608,1.0440891221262893,0.7240664670458694,240.8987499169889,0.2792800154539884
34,33,tpe,61,0.8581621841926189,1.4121303147593531,1.1818799320944011,2,1029,4,0.14440896685884766,2.7715684739695017,0.690107174444645,0.9364591013394333,0.10399780893043477,0.019941344479712755,0.2793163120263663,0.2164823825858879,0.48491335383511047,8044.075111041074,4434.318282435318,0.16775461686766463,0.2513357177619137,1.0309261412143076,0.8000154540671773,376.45208266699046,0.2793163120263663
42,41,tpe,51,0.9051261853931376,1.8283126735171624,1.3799904762262911,5,596,3,0.18726059604285195,2.7094212572908196,0.9130354008526957,0.8498612438574281,0.04888242746884635,0.07899234325053156,0.27932808246602003,0.2172606147911029,0.48120332873394167,8072.992745066545,4485.575215719857,0.17091390675526832,0.24826987069966863,1.0216141525449605,0.8264852430399042,291.56933312499314,0.27932808246602003
60,59,tpe,62,0.5479330580926581,1.1071609574987944,0.8100237856589896,5,929,2,0.1966335489837597,1.9820408161186933,0.8144431732526376,0.8233943378232887,1.4032049046595634,0.01599625018704571,0.27936780732843924,0.2148463085013712,0.4926695089426941,7983.281698358365,4290.738757079816,0.16103250394413676,0.25808599530827203,1.053119767237594,0.7061356619389136,341.1860905000067,0.27936780732843924
76,75,tpe,57,0.10783508863655913,1.874654454544528,1.3717012211856938,3,1035,2,0.04510254893981475,0.16851825778588295,0.7889320867395393,0.4457651845807118,0.032822195554662474,0.033146138059121096,0.27948698116270543,0.21505350530445277,0.491690502657799,7990.980738930844,4232.10794603882,0.16213574578625314,0.25773390343301067,1.0540938816608125,0.699472942380292,319.86989133397583,0.27948698116270543
30,29,tpe,59,0.5536134025479451,1.6217656633824011,1.3973144741581565,3,670,4,0.19235144020216932,0.29980317555424724,0.7970501064557055,0.5707105209121859,1.9075600817563958,0.08421963511521467,0.2796048061166506,0.2179978172178986,0.47767662382772025,8100.385790275818,4640.536244395529,0.17281006415986738,0.24642795559500805,1.0148000121319976,0.7911440665297558,324.2047403750039,0.2796048061166506
97,96,tpe,63,0.3702923625652086,1.5121720421388822,0.7813917801184909,4,749,2,0.05522368561937034,0.45968636909635213,0.9016884073713499,0.4085791830790342,0.3206515988609594,0.028854109493048168,0.279732414031098,0.2150632318244097,0.49164452159583416,7991.342157981059,4243.040267025716,0.15984108834510732,0.2586767288267532,1.0511847827705885,0.7386168535766899,338.09798333398066,0.279732414031098
84,83,tpe,58,0.1947995023225853,1.7909898128975081,0.6093164687441637,5,1091,5,0.03732086587133281,0.11297318573002717,0.8701414575270604,0.6751965754846926,0.7199741080469321,0.034963887671698696,0.2798648309812498,0.21700205241461806,0.48243743625428537,8063.385057122201,4439.5615616725245,0.167584012524636,0.2514511142665271,1.0283197186247939,0.8256535521303222,388.2955131669878,0.2798648309812498
28,27,tpe,42,0.4553718731101379,1.1893082619754507,1.0970413024973633,4,884,3,0.1621986688544837,0.563667861921665,0.8739102519633647,0.4692078461296368,0.059099929034906795,0.017180766524219973,0.2801283037252598,0.21622756109298194,0.4861252575137649,8034.60642724169,4384.677161473727,0.1643046288202296,0.2556029705291115,1.0439248267242842,0.7417117934755668,245.16843383300875,0.2801283037252598
73,72,tpe,58,0.057147658126539595,1.9546367244643925,0.6446417542713271,2,1197,3,0.026482782745087346,0.6224070949637683,0.7564021931570653,0.5643893690005238,0.05057286712526624,0.01972194985335926,0.2801901197459046,0.21676543662444045,0.4835655058504481,8054.5928627370895,4433.519442156988,0.16791583290751014,0.2536987324858565,1.0438903385096854,0.7809497709462813,365.38434845901793,0.2801901197459046
93,92,tpe,74,0.7729386848263905,1.129896282160718,0.8715696224221892,4,1024,2,0.03782849543732594,0.3100501963951928,0.9234312659672846,0.5929815380045128,0.06383380759531856,0.014793636997541429,0.2807853264681648,0.21567828192233077,0.48873271587795153,8014.1962541233515,4328.074707744063,0.15967047830473619,0.26042817818333613,1.057871198530796,0.7836809149605313,412.00180604099296,0.2807853264681648
83,82,tpe,65,0.1143806502477201,0.7461168095024844,0.6257196470097696,3,940,2,0.04788065714488743,0.2557803984911175,0.8843973306889666,0.4350264698469863,0.6429761330087023,0.02101769063377885,0.28078892684640533,0.21577681628277853,0.4882654560122939,8017.8576042387385,4253.888311894436,0.16061705728626843,0.2600484422545071,1.0585832215202549,0.6685443406325686,358.70395100000314,0.28078892684640533
2,1,startup_or_anchor,50,0.3,1.0,1.1,0,800,4,0.03,0.5,0.9,0.9,1e-05,0.3,0.2812475433355382,0.2172614800315126,0.48119919651017284,8073.024895760572,4427.174561751964,0.16554776413625927,0.25594425321610237,1.0454863114476625,0.8701478513440775,353.7529177079996,0.2812475433355382
39,38,tpe,42,0.5037326884234293,1.9428989112909045,1.2186535911298495,5,741,2,0.18686145042001173,0.16606804886129856,0.8333196702921237,0.852762907749519,0.008512862713227825,0.06239325796452368,0.2813941580482206,0.2168459118530469,0.48318197700622767,8057.58316973462,4305.2227776421905,0.16352552437312093,0.2581929847806947,1.0531328533255406,0.7171513174108829,246.9095878329972,0.2813941580482206
19,18,startup_or_anchor,45,0.35216182704207183,0.9654080906897906,0.7835883851155846,2,1018,3,0.01650151548185395,4.7448133594810304,0.8577120418397559,0.8932137311588231,2.165496527807297,1.0456828802213047,0.28145024621036163,0.21773873022083773,0.4789174323791596,8090.758608425004,4512.428139746638,0.16648479765001858,0.2548460639580955,1.0402421493562668,0.646094354088022,301.8055319589912,0.28145024621036163
32,31,tpe,74,0.9237969013256007,1.5833433999975728,1.1807458973194116,5,769,6,0.10922475129562094,0.5613625298276742,0.7057936022834603,0.77766492576532,1.305289302798618,0.4458890821196765,0.2816843955320617,0.21714294852885918,0.48176512714894393,8068.620489734643,4325.090786034657,0.16456270010507157,0.25816578801281015,1.055370738792049,0.6587432458163236,438.5440434170014,0.2816843955320617
41,40,tpe,65,0.46166091127528397,1.8534948305400423,1.466093522780135,4,685,2,0.19861211017804628,0.2898843534503567,0.9563492804627567,0.7073421520263492,0.008799117372320857,0.015089831089909017,0.28202845259058884,0.21845786586027602,0.475469741998639,8117.480326051948,4507.1997588349495,0.16785791447289183,0.25428234692125135,1.0386134306357238,0.9185470572604545,364.17395858297823,0.28202845259058884
27,26,tpe,60,0.7234096822678591,1.4411775193273075,1.2877218046663454,5,1004,4,0.10770058537574588,0.32345277009424284,0.8828077595768059,0.9161452339166919,2.1202324392055507,0.022206175370722052,0.2820435348673619,0.21794564941408587,0.4779265823220403,8098.4473335421335,4332.986881263318,0.1670445414276774,0.256391541813104,1.0503833604440374,0.7274859139652214,346.6979322919942,0.2820435348673619
88,87,tpe,63,0.20811376308641524,1.5605376274405007,0.33551368927315484,2,1062,2,0.030900594860224985,0.13826623886159398,0.9042744463167842,0.40407668255522794,0.024578897266252286,0.011308159260789869,0.28223278835278026,0.21794454493056697,0.47793187373323376,8098.406293027525,4422.869294101245,0.16475154517179438,0.2571529736888531,1.0461714008217173,0.7868956473512542,349.5723272910109,0.28223278835278026
40,39,tpe,55,0.880416961429109,1.9121661873349731,1.328870159769118,5,743,6,0.17320399916554127,0.5090963947923027,0.7065216588547337,0.6972811896159128,0.013504276506228081,0.025928861811270926,0.2823065311030304,0.21926357388526624,0.4715935018015409,8147.418909474636,4543.48651839026,0.17016129705937158,0.25217182887105666,1.031185320132877,0.8182745935058183,338.15777937498933,0.2823065311030304
23,22,tpe,74,0.7710325017131366,1.422501585647311,0.9080461057871707,3,702,3,0.0855554533519486,0.137163417924422,0.7683430325529015,0.7183916235664924,0.4757383405273842,5.67878851099022,0.28239972519574563,0.2176022683027434,0.47957037679650416,8085.687942138744,4390.347522572802,0.16283254895770474,0.2591898275720089,1.0526899258072586,0.7705632412184741,425.95619645800616,0.28239972519574563
92,91,tpe,72,0.4376660951734182,1.4110250332539271,0.5580168312859607,3,1129,2,0.08390437776416669,0.10598089448231582,0.9038298533356949,0.5700357504820996,1.7800970337376802,0.013835810526178749,0.28268984031120126,0.2180366640426694,0.47749045304122595,8101.829264671051,4410.70859196876,0.16447111897787475,0.2586127050741275,1.0532376190971635,0.6963271734980863,400.9243623749935,0.28268984031120126
86,85,tpe,57,0.13799616963674768,1.4209819883664925,0.7412930114890348,5,1187,2,0.02194073670601803,0.10102222720709632,0.7849631487008547,0.5879967676449195,0.10231532683906613,0.014119365111293225,0.2828066405586986,0.21700350238904406,0.48243051968386463,8063.438935424225,4254.570646859619,0.15964534564652916,0.2632125526786181,1.0677323921171338,0.7061166693351212,330.2876320829964,0.2828066405586986
18,17,startup_or_anchor,33,0.7999878349380788,0.767082194037532,1.2973876997191032,5,1000,5,0.01528040630447445,2.203737104767229,0.8041491152201593,0.6220782138164671,0.09590472756285415,7.043523613783705,0.2828378065166975,0.21761989128244727,0.4794860771966327,8086.342778669667,4381.2085039636,0.16315804924876223,0.26087166093700087,1.0636845390329424,0.7288973183998564,283.5026289590023,0.2828378065166975
59,58,tpe,43,0.8862271787654521,0.5079641716309029,1.338586644179956,1,1003,2,0.03122626496730536,0.11512841131519698,0.656997274657589,0.666935002765339,0.004480426630303479,6.479562394964669,0.28301134402078876,0.21826444027792935,0.4763981833184574,8110.2929979460405,4462.862266233622,0.16313812378485998,0.25898761497143774,1.049347849539036,0.7234043093477894,251.22997074999148,0.28301134402078876
35,34,tpe,79,0.9215826920153707,1.9214352175878142,1.1771767929756793,5,1121,5,0.1450914310525488,3.5416894818341227,0.6731002881780387,0.7761060014004154,0.00041687646446696115,0.036433685723583194,0.2831236849257819,0.21960282909780532,0.4699570845968757,8160.024990296913,4503.0815303406835,0.17125194580584271,0.2540834233119063,1.0449056663380243,0.8679805005698997,483.5506446250074,0.2831236849257819
57,56,tpe,34,0.8509925686588035,1.0897473301573912,1.0411504014196078,4,1063,3,0.04599110429810961,0.36602139971444386,0.7571089252966605,0.5578876847188343,1.16434222306671,25.509477736926684,0.28337067520072795,0.2177603660822822,0.4788138712868978,8091.562556037149,4325.419780777005,0.16165165223650727,0.26244123647378303,1.0667254593874278,0.7060073910573306,224.04362133299583,0.28337067520072795
69,68,tpe,57,0.3242071583270409,0.2965630387157061,0.33856324906420376,2,1091,3,0.02673991429355866,0.8923957531594676,0.914806167144347,0.48713825894606444,0.002872561017776051,0.2639477655056657,0.28344819112660746,0.21863436522294077,0.47462182878848036,8124.038707909016,4495.729716699541,0.1648809266230337,0.2592553036146668,1.0555820065348127,0.7062706178758617,349.3047418750066,0.28344819112660746
9,8,startup_or_anchor,39,0.7625974566689393,0.7222533637349401,0.4685642956704348,0,213,5,0.06915031237128332,2.5885973254985113,0.7349964211378814,0.635874473646062,0.03441895888064188,0.12909899351589266,0.283507825868238,0.220201037161777,0.4670654295833494,8182.253268372656,4577.668734635946,0.16905446332246754,0.25322715482584385,1.0282352259371674,0.6915217239195908,235.7395062919968,0.283507825868238
36,35,tpe,67,0.466499110129557,1.5261360713586187,1.1518666323459472,4,1174,3,0.06136310888730767,0.1774134507690351,0.7801356093490227,0.7884436217004916,1.0842064869302734,1.875372010634873,0.28366604510733784,0.21966940316633676,0.4696356637638016,8162.498756528223,4474.848898462588,0.1683752324962195,0.25598656776400436,1.0444991917801918,0.7503795647626046,431.54073670800426,0.28366604510733784
8,7,startup_or_anchor,14,0.2449329894541066,0.6777145047137225,0.3323945711559432,1,657,6,0.03177785659658285,7.524137888871763,0.8551840478821253,0.4641463678662225,0.00034855010603111145,3.025671859516072,0.2838426590444927,0.2190912906508626,0.47242355135350933,8141.01719095435,4435.930193672999,0.16407617359252819,0.2590054735745203,1.0488300667165773,0.6707683979476357,114.0589372079994,0.2838426590444927
37,36,tpe,79,0.6376154697047819,1.7289839125777537,1.1524810648212427,5,803,5,0.14288917143363605,0.705397055717101,0.8419347669075548,0.6208409592690936,0.02465887293760541,0.0134547565925052,0.28408877080630474,0.22065950197475745,0.46484394957463815,8199.288952049692,4591.6798332196995,0.17400503004545156,0.25371707532618915,1.0483244498271125,0.6811475086171989,467.0614368329989,0.28408877080630474
1,0,startup_or_anchor,20,0.1,1.0,0.9,0,500,3,0.05,1.0,0.85,0.85,0.0001,1.0,0.28427699835424003,0.22031599833598292,0.46650882206079836,8186.525007759112,4572.6340507867035,0.16964762204876266,0.2558440000730285,1.0453302644742242,0.8425819508652256,143.99764666700503,0.28427699835424003
